id,sku,name,category,brand,description,unit_price,cost,stock_quantity,is_active,created_at,supplier_id
454,FITB-10453,Fitbit Inspire 3,Smartwatches & Wearables,Fitbit,"Affordable entry-level tracker with AMOLED display and 10-day battery endurance. Delivers essential activity tracking, sleep analysis, and stress management in slim design.",233.28,134.45,350,1,2024-10-31T21:12:38.353Z,24
455,HUAW-10454,Huawei Watch D,Smartwatches & Wearables,Huawei,Medical-grade blood pressure smartwatch with FDA approval and continuous monitoring capability. Combines healthcare features with daily smartwatch functionality and 7-day battery.,531.45,339.57,299,0,2024-11-02T05:10:36.654Z,35
456,AMAZ-10455,Amazfit Active,Smartwatches & Wearables,Amazfit,Lightweight aluminum design with vibrant AMOLED display and 22-day battery life. Features 150+ sports modes and comprehensive health monitoring with AI coaching.,510.58,395.36,278,1,2022-08-27T23:55:34.374Z,25
457,TICW-10456,TicWatch Pro X,Smartwatches & Wearables,TicWatch,Premium titanium construction with dual-layer display technology delivering exceptional battery efficiency. Advanced health tracking with offline voice assistant and seamless Wear OS integration.,664.76,531.34,77,1,2022-09-19T15:21:40.730Z,23
458,MOTO-10457,Moto Watch 50,Smartwatches & Wearables,Motorola,Budget-conscious smartwatch with rotating crown and 6-day battery performance. Includes comprehensive fitness modes and water resistance for everyday durability.,716.36,420.18,353,1,2024-08-24T14:36:24.885Z,18
459,WITH-10458,Withings ScanWatch 2,Smartwatches & Wearables,Withings,Advanced hybrid smartwatch combining classic watch design with hidden OLED display and ECG functionality. Features 30-day battery life and medical-grade health monitoring.,322.15,197.48,481,1,2022-12-08T20:50:58.339Z,23
460,CORO-10459,Coros Apex 2 Pro,Smartwatches & Wearables,Coros,"Multi-sport watch with titanium construction and 32-day battery in standard mode. Delivers multi-band GNSS positioning, barometric altitude, and comprehensive training load analytics.",855.72,508.37,189,1,2022-01-03T19:08:03.319Z,24
461,CANO-10460,Canon EOS R5 Mirrorless Camera,Cameras,Canon,"Professional full-frame mirrorless camera with 45MP sensor, advanced autofocus, and 8K video capability. Perfect for photographers and videographers demanding cutting-edge performance.",3949.56,3017.85,419,1,2023-12-02T15:11:09.232Z,36
462,SONY-10461,Sony Alpha A6700 APS-C Mirrorless,Cameras,Sony,"Compact APS-C mirrorless powerhouse featuring 26MP resolution, real-time Eye AF tracking, and ultra-fast 11fps burst shooting for dynamic content creation.",1260.06,868.65,494,0,2024-11-16T07:01:20.609Z,40
463,NIKO-10462,Nikon Z9 Full-Frame DSLR,Cameras,Nikon,"Flagship full-frame mirrorless with 45.7MP sensor, 8K video recording, and robust weather-sealed design built for professional sports and wildlife photography.",2960.29,2362.86,420,1,2021-11-02T09:43:33.196Z,34
464,FUJI-10463,Fujifilm X-T5 APS-C Compact,Cameras,Fujifilm,"Retro-styled APS-C mirrorless camera with iconic film simulation presets, 40.2MP X-Trans sensor, and compact form factor ideal for travel and hybrid shooters.",2071.32,1542.67,482,1,2023-03-11T21:42:49.991Z,1
465,PANA-10464,Panasonic Lumix S5II Full-Frame,Cameras,Panasonic,"Lightweight full-frame mirrorless offering 47.3MP resolution, excellent stabilization, and dual SD UHS-II card slots for reliable professional workflows.",3966.29,3075.69,114,1,2023-08-22T07:00:30.640Z,12
466,GOPR-10465,GoPro Hero 12 Black Action Camera,Cameras,GoPro,"Rugged, waterproof action camera with 5.3K video, advanced stabilization, and hypersmooth technology for capturing extreme adventures and sports activities.",1791.72,1091.68,440,1,2022-06-12T19:43:54.317Z,28
467,RICO-10466,Ricoh GR IIIx Premium Compact,Cameras,Ricoh,"Fixed-lens premium compact camera featuring a 40mm equivalent lens, APS-C sensor, and minimalist design perfect for street and documentary photography.",1696.22,1228.05,51,0,2022-03-15T07:57:20.169Z,7
468,LEIC-10467,Leica M11 Rangefinder Film Camera,Cameras,Leica,"Classic rangefinder digital camera with elegant manual controls, 60MP full-frame sensor, and prestigious optics synonymous with fine art photography.",2586.54,2057.89,474,0,2022-02-07T05:26:32.627Z,18
469,OLYM-10468,Olympus OM System E-M1 Mark III,Cameras,Olympus,"Micro Four Thirds mirrorless with professional-grade weatherproofing, 20.4MP sensor, and extensive legacy lens compatibility for serious enthusiasts.",961.32,734.36,232,1,2021-04-23T03:22:29.147Z,5
470,DJI-10469,DJI Osmo Action 4 Sports Camera,Cameras,DJI,"Stabilized action camera with 4K 120fps capability, intelligent tracking features, and magnetic mounting system for hands-free content creation.",2858.83,1753.77,462,1,2022-10-15T15:02:09.192Z,6
471,PENT-10470,Pentax KP DSLR Camera Body,Cameras,Pentax,"Weather-sealed APS-C DSLR renowned for outstanding ISO performance, exceptional build quality, and compatibility with extensive Pentax lens ecosystem.",651.47,450.77,404,1,2024-01-01T07:03:26.860Z,6
472,FUJI-10471,Instant Film Fujifilm Instax Wide 300,Cameras,Fujifilm,"Classic instant film camera producing beautiful 3.5x4.2 inch photos with vibrant colors, simple operation, and vintage aesthetic for fun social moments.",1826.96,1397.21,46,1,2021-11-25T16:36:54.479Z,38
473,INST-10472,Insta360 X3 360° Action Cam,Cameras,Insta360,"Revolutionary 360-degree action camera capturing immersive 8K content with stabilization, waterproofing, and intuitive stitching software for creative storytelling.",481.13,318.91,352,1,2021-07-22T23:52:30.635Z,27
474,HASS-10473,Hasselblad 907X Large Format Digital,Cameras,Hasselblad,"Premium large-format digital system delivering exceptional image quality with modular design, 50MP+, and legendary Swedish craftsmanship for fine art work.",500.92,356.93,242,0,2021-08-06T06:56:45.559Z,3
475,SIGM-10474,Sigma fp L Ultracompact Full-Frame,Cameras,Sigma,"Unique ultra-compact full-frame mirrorless with 61MP sensor, no anti-aliasing filter for maximum detail, and minimalist design perfect for minimalist photographers.",1882.11,1226.62,45,1,2023-12-27T06:29:34.102Z,15
476,PANA-10475,Lumix S1R Professional Mirrorless,Cameras,Panasonic,"High-resolution full-frame camera featuring 47.3MP L-mount sensor, dual SD card recording, and excellent video capabilities for commercial and editorial work.",1908.84,1442.79,186,1,2024-07-16T19:26:09.472Z,30
477,KODA-10476,Kodak Pixpro AZ421 Bridge Camera,Cameras,Kodak,"Affordable bridge camera with 42x optical zoom, 20.3MP sensor, and electronic viewfinder providing excellent reach for wildlife and travel photography.",1152.13,687.93,370,1,2023-09-16T20:35:32.076Z,36
478,RED-10477,Red Komodo-X Cinema Camera,Cameras,RED,"Professional cinema camera delivering 6K RAW recording, compact form factor, and cinema-grade workflows for high-end film and television production.",2972.97,1821.05,63,1,2022-11-22T06:49:15.099Z,37
479,ONEP-10478,OnePlus 12 Pro Smartphone Camera,Cameras,OnePlus,"Flagship smartphone with 50MP main camera, advanced computational photography, and 4K 120fps video capture for modern mobile content creators.",837.73,573.62,62,1,2021-10-16T04:58:11.434Z,6
480,BLAC-10479,Blackmagic Pocket Cinema 6K Pro,Cameras,Blackmagic,"Professional digital cinema camera with 6K DCI resolution, built-in SSD recorder, and professional color grading capabilities for independent filmmakers.",577.93,340.43,171,1,2024-08-25T02:52:03.094Z,19
481,CONT-10480,Contax G2 Rangefinder Analog,Cameras,Contax,"Premium autofocus rangefinder film camera featuring Zeiss optics, titanium body construction, and renowned reliability beloved by professional film photographers worldwide.",392.28,247.97,471,1,2022-06-11T08:45:24.724Z,39
482,DJI-10481,Zenmuse H30T Commercial Drone,Cameras,DJI,"Hybrid zoom camera system for commercial drones offering 20MP stills, thermal imaging, and laser rangefinder for professional surveying and inspection missions.",2772.24,1707.33,401,1,2023-12-11T14:55:05.091Z,36
483,SAMS-10482,Samsung Galaxy S24 Ultra Pro Camera,Cameras,Samsung,"Cutting-edge smartphone with 50MP main sensor, 10x optical zoom, and AI-powered night mode creating stunning photos in any lighting condition effortlessly.",1928.28,1181.88,64,1,2024-03-25T09:35:52.302Z,22
484,PHAS-10483,Phase One XF IQ4 150MP Digital Back,Cameras,Phase One,"Ultra-high-resolution medium-format system with 150MP sensor, modular design, and studio-grade capabilities for commercial, architectural, and fashion photography.",2114.74,1292.41,400,1,2023-02-17T11:20:03.970Z,25
485,YONG-10484,Yongnuo YN600L RGB Studio Light,Cameras,Yongnuo,"Affordable RGB LED panel offering full-spectrum color control, wireless remote operation, and professional build quality for budget-conscious content creators.",683.48,457.46,118,1,2024-08-02T20:06:51.016Z,23
486,NIKO-10485,Nikon Z8 Professional Mirrorless,Cameras,Nikon,"Compact full-frame powerhouse featuring 45.7MP resolution, 45fps continuous shooting, and integrated vertical battery grip for demanding professional assignments.",1022.28,789.11,404,1,2024-10-07T15:27:58.648Z,40
487,SONY-10486,Sony Alpha 1 Mark II Pro Model,Cameras,Sony,"Flagship mirrorless system with 50.1MP Exmor R sensor, 30fps continuous autofocus tracking, and dual CFexpress card support for mission-critical work.",879.15,581.66,394,1,2022-06-26T17:49:47.437Z,4
488,CANO-10487,Canon EOS R3 Professional Body,Cameras,Canon,"Full-frame mirrorless designed for sports and journalism with 24.1MP sensor, high-speed continuous autofocus, and rugged magnesium alloy construction.",1175.54,731.65,124,0,2024-04-11T09:37:26.254Z,40
489,FUJI-10488,Fujifilm GFX 100S Medium Format,Cameras,Fujifilm,"Exceptional medium-format mirrorless offering 102MP GFX sensor, compact package, and in-body image stabilization for ultra-fine detail in studio and location shoots.",2727.09,1929.77,271,1,2023-10-23T06:03:28.553Z,10
490,LEIC-10489,Leica Q3 Fixed-Lens Premium Compact,Cameras,Leica,"Elegant all-in-one camera with 28mm Summilux lens, 60MP full-frame sensor, and intuitive controls combining rangefinder heritage with modern technology.",651.77,515.87,47,1,2023-12-23T00:03:54.984Z,36
491,OLYM-10490,Olympus Tough TG-7 Rugged Compact,Cameras,Olympus,"Waterproof, shockproof compact camera with 12MP Four Thirds sensor, macro focusing, and extreme durability ideal for underwater and adventure photography.",3790.7,2658.12,106,1,2024-02-09T11:40:40.535Z,29
492,HASS-10491,Hasselblad 500C/M Film Camera System,Cameras,Hasselblad,"Professional medium-format film system with interchangeable backs, zeiss lenses, and legendary reliability defining the gold standard in film photography since 1948.",517.91,389.44,155,1,2022-01-08T08:27:04.263Z,37
493,CANO-10492,Canon PowerShot G7X Mark III Compact,Cameras,Canon,"Versatile compact with 20.1MP sensor, 4.2x optical zoom, and fast f/1.8 lens perfect for vlogging, travel, and professional content on the go.",3991.76,2703.87,99,1,2024-05-25T17:32:59.923Z,9
494,SONY-10493,Sony RX100 VII Pocket Premium,Cameras,Sony,"Pocket-sized powerhouse featuring 20.1MP sensor, 8x optical zoom, 4K video at 60fps, and advanced autofocus fitting professional quality in minimal size.",1637.91,954.6,128,1,2022-03-22T16:31:21.664Z,6
495,PANA-10494,Panasonic Lumix GH6 Micro Four Thirds,Cameras,Panasonic,"Enthusiast mirrorless with 25.2MP sensor, professional video codecs, 5.7K recording capability, and extensive stabilization for hybrid photo-video workflows.",3895.91,2807.08,411,1,2023-12-01T16:52:52.361Z,14
496,RED-10495,RED Ranger Monochrome Cine Camera,Cameras,RED,"Specialized monochrome cinema camera capturing 6K RAW with enhanced dynamic range, unique aesthetic, and professional-grade post-production integration.",3258.67,2001.14,344,1,2024-09-28T01:29:57.799Z,5
497,PENT-10496,Pentax 67II Medium Format Film,Cameras,Pentax,"Legendary panoramic film camera producing stunning 6x7 negatives with legendary Pentax optics, mechanical reliability, and uncompromising image quality for fine art.",754.48,552.52,380,1,2021-07-18T14:07:56.409Z,30
498,GOPR-10497,GoPro Max 360 Action Cam,Cameras,GoPro,"Full 360-degree waterproof action camera with intelligent framing, in-camera horizon leveling, and dual microphones capturing immersive extreme sports footage.",2919.33,1678.55,255,1,2021-03-19T03:33:09.522Z,20
499,INST-10498,Insta360 One X2 Compact 360 Camera,Cameras,Insta360,"Pocketable 360-degree camera with 5.7K resolution, waterproofing, 10-meter underwater mode, and creative stabilization effects for adventure documentation.",881.79,568.14,217,1,2024-10-21T07:38:22.429Z,10
500,LEIC-10499,Leica SL2 Full-Frame Mirrorless,Cameras,Leica,"German-engineered mirrorless with 47.3MP sensor, L-mount alliance, weather-sealed magnesium body, and legendary optical signature for professional portraiture.",3508.27,2038.05,335,1,2021-10-07T23:36:18.798Z,9
501,DJI-10500,DJI Mini 4 Pro Portable Drone,Cameras,DJI,"Ultra-compact drone with 48MP camera, 4K video stabilization, 31-minute flight time, and beginner-friendly controls suitable for aerial photography enthusiasts.",1631.72,1145.51,202,1,2021-08-24T11:22:55.950Z,7
502,NIKO-10501,Nikon Zfc Retro APS-C Mirrorless,Cameras,Nikon,"Charming Z-mount mirrorless with vintage styling, 20.9MP sensor, 4K 30fps video, and compact build appealing to creative photographers and content creators.",3837.7,2705.36,70,1,2021-06-17T14:34:17.482Z,4
503,FUJI-10502,Fujifilm X-S20 Entry Mirrorless,Cameras,Fujifilm,"Beginner-friendly APS-C mirrorless with 26.1MP X-Trans sensor, iconic film simulations, compact design, and excellent ergonomics for learning photographers.",2368.76,1587.29,131,0,2022-08-13T19:56:32.065Z,24
504,SONY-10503,Sony FX30 Professional Video Camera,Cameras,Sony,"Professional compact cinema camera with 4K 60p recording, s35-equivalent sensor, XLR audio inputs, and cinema-grade color science for independent filmmakers.",3069.3,2401.49,286,1,2024-10-26T11:06:58.838Z,38
505,RICO-10504,Ricoh GR III Everyday Compact,Cameras,Ricoh,"Minimalist APS-C compact with 28mm equivalent lens, 24MP sensor, weathersealing, and elegant simplicity perfect for decisive street and documentary work.",3614.34,2419.04,207,1,2021-02-01T10:08:05.471Z,6
506,HASS-10505,Hasselblad 101C Film Camera Body,Cameras,Hasselblad,"Classic manual SLR featuring titanium shutter, Carl Zeiss optics compatibility, robust Swedish construction, and timeless design for film photography aficionados.",593.04,374.18,189,1,2022-09-30T00:58:02.886Z,28
507,PANA-10506,Panasonic Lumix DC-S1 Full-Frame Body,Cameras,Panasonic,"Entry full-frame mirrorless with 24.2MP L-mount sensor, substantial battery life, weathersealing, and affordable price point for serious hobbyists transitioning to FF.",2100.7,1666.43,282,1,2022-03-16T14:27:28.155Z,38
508,CANO-10507,Canon EOS M50 Mark II APS-C Body,Cameras,Canon,"Compact mirrorless with 24.1MP sensor, articulating touchscreen, excellent autofocus tracking, and 4K video ideal for enthusiasts and content creators.",2780.71,1814.63,136,1,2021-12-23T17:04:49.696Z,15
509,SIGM-10508,Sigma fp Minimalist Full-Frame,Cameras,Sigma,"Unique lightweight full-frame mirrorless with 24.6MP sensor, no optical low-pass filter maximizing detail resolution, and understated professional aesthetic.",687.78,547.22,419,1,2021-10-19T18:38:11.922Z,4
510,DJI-10509,DJI Air 3S Commercial Drone,Cameras,DJI,"Mid-range drone featuring dual cameras with 4/3 sensor, 48MP telephoto, 42-minute flight time, and advanced obstacle avoidance for professional aerial services.",1933.59,1510.89,131,1,2023-03-23T03:14:22.125Z,35
511,HASS-10510,Hasselblad 907X Medium Format Digital,Cameras,Hasselblad,"Premium modular medium-format system with 50MP sensor, exceptional color science, and Swedish engineering precision for high-end editorial and commercial photography.",3871.49,2432.58,38,1,2021-02-02T02:04:45.753Z,6
512,CANO-10511,Canon PowerShot G5X Mark II Travel Compact,Cameras,Canon,"Advanced compact camera featuring 20.1MP sensor, 5x optical zoom with f/1.8-2.8 aperture, and 4K video recording designed for serious travel photographers.",1377.36,925.93,239,0,2022-05-23T18:37:37.793Z,13
513,SONY-10512,Sony Alpha 7R V High-Resolution,Cameras,Sony,"Ultra-high-resolution full-frame mirrorless with 61MP Exmor R sensor, enhanced autofocus, and 8K video capabilities for demanding architectural and studio work.",3155.82,2058.84,253,1,2022-12-22T12:45:33.709Z,6
514,NIKO-10513,Nikon Z30 Vlogging Mirrorless,Cameras,Nikon,"Compact Z-mount mirrorless optimized for content creation with 20.9MP sensor, articulating screen, and advanced stabilization for modern digital storytelling.",662.62,477.51,290,1,2021-06-26T06:30:31.602Z,5
515,FUJI-10514,Fujifilm X-Pro3 Premium APS-C,Cameras,Fujifilm,"Sophisticated rangefinder-style mirrorless with 26.1MP X-Trans sensor, hidden LCD screen design, and analog-inspired controls perfect for creative professionals.",2849.89,1633.81,363,1,2022-01-26T23:08:32.858Z,24
516,PENT-10515,Pentax K-3 Mark III Weather-Sealed DSLR,Cameras,Pentax,"Rugged APS-C DSLR with 25.7MP sensor, outstanding environmental protection, exceptional low-light performance, and compatibility with extensive Pentax K-mount lenses.",497.7,320.81,374,1,2021-02-25T11:30:14.048Z,33
517,LEIC-10516,Leica D-Lux 8 Compact Premium,Cameras,Leica,"Sophisticated compact with Leica Summilux lens, 17MP Four Thirds sensor, and Leica's legendary optics delivering premium image quality in portable form factor.",3435.41,1974.47,210,1,2024-11-25T23:21:16.547Z,12
518,DJI-10517,DJI Avata 2 FPV Drone,Cameras,DJI,"High-performance FPV racing drone with 48MP camera, immersive goggles integration, 23-minute flight time, and extreme maneuverability for thrilling aerial footage.",3095.37,2234.21,216,1,2023-10-23T04:53:34.651Z,37
519,OLYM-10518,Olympus OM System E-M5 Mark IV Compact,Cameras,Olympus,"Feature-rich Micro Four Thirds mirrorless with 20.4MP sensor, advanced weatherproofing, in-body stabilization, and remarkable autofocus for versatile everyday shooting.",290.14,160.77,254,1,2022-11-27T01:43:04.539Z,20
520,BLAC-10519,Blackmagic Pocket Cinema 4K Pro,Cameras,Blackmagic,"Professional handheld cinema camera with 4K DCI resolution, integrated touchscreen monitor, RAW recording capability, and professional color workflows for indie filmmakers.",2032.97,1335.63,260,1,2024-07-01T07:46:55.223Z,14
521,SONY-10520,Sony PlayStation 5 DualSense Wireless Controller,Gaming Consoles & Accessories,Sony,"Experience haptic feedback and adaptive triggers with this revolutionary wireless controller designed exclusively for PS5. Features built-in microphone, speaker, and touchpad for immersive gaming.",174.36,116.65,460,1,2024-07-06T23:26:16.634Z,18
522,MICR-10521,Microsoft Xbox Series X Elite Wireless Controller,Gaming Consoles & Accessories,Microsoft,"Professional-grade controller with customizable button mapping, adjustable stick tension, and premium build quality for competitive gaming. Includes interchangeable components for personalized performance.",306.8,205.21,237,1,2023-04-02T06:58:46.299Z,17
523,NINT-10522,Nintendo Switch Pro Controller,Gaming Consoles & Accessories,Nintendo,Advanced control layout with gyroscopic motion sensors and HD rumble feedback for seamless handheld and docked gaming. Long-lasting battery provides up to 40 hours of continuous play.,107.31,67.2,414,1,2022-05-18T01:23:59.725Z,5
524,STEE-10523,SteelSeries Arctis Nova 1 Gaming Headset,Gaming Consoles & Accessories,SteelSeries,Premium wired gaming headset with ClearCast Gen 2 noise-canceling microphone and comfortable memory foam ear cushions. Delivers immersive directional audio across all gaming platforms.,591.7,406.32,223,1,2021-04-02T19:00:20.619Z,11
525,CORS-10524,Corsair Dark Core RGB Pro Wireless Gaming Mouse,Gaming Consoles & Accessories,Corsair,High-precision optical sensor with wireless and wired connectivity options for console and PC gaming. Customizable RGB lighting and programmable buttons enhance competitive gameplay.,169.91,112.11,277,1,2022-03-19T20:49:52.610Z,7
526,HYPE-10525,HyperX Alloy Elite Mechanical Gaming Keyboard,Gaming Consoles & Accessories,HyperX,Durable mechanical switches with full programmable macro support for gaming consoles and PCs. Premium aluminum frame and responsive key actuation ensure competitive-level performance.,471.11,296.7,331,1,2023-12-04T07:30:03.414Z,23
527,SCUF-10526,SCUF Vantage 2 PlayStation Controller,Gaming Consoles & Accessories,SCUF,Competition-focused controller with rear paddle buttons and customizable stick profiles for FPS and fighting games. Built for professional esports with enhanced durability and precision.,622.88,472.02,277,1,2024-12-12T12:32:32.703Z,37
528,POWE-10527,PowerA Enhanced Wireless Controller for Xbox,Gaming Consoles & Accessories,PowerA,Officially licensed wireless controller with extended 30-hour battery life and customizable button mapping. Lightweight ergonomic design makes it perfect for extended gaming sessions.,238.63,150.4,235,1,2024-09-10T05:34:31.474Z,38
529,8BIT-10528,8BitDo Pro 2 Bluetooth Controller,Gaming Consoles & Accessories,8BitDo,"Universal wireless controller compatible with Switch, PC, Android, and classic game consoles with multi-platform connectivity. Features customizable button mapping and Hall Effect joysticks for precision gaming.",310.18,188.72,87,1,2021-03-31T23:52:56.130Z,12
530,RAZE-10529,Razer DeathAdder V3 Pro Wireless Gaming Mouse,Gaming Consoles & Accessories,Razer,"Ultra-lightweight wireless gaming mouse with 30,000 DPI Focus Pro sensor for competitive console and PC gaming. Supports multiple connectivity options and offers exceptional comfort for marathon sessions.",302.19,179.66,437,1,2022-03-17T14:39:09.082Z,32
531,PDP-10530,PDP Performance Designed Products Wired Fight Stick,Gaming Consoles & Accessories,PDP,Tournament-grade arcade fight stick with Sanwa-quality components and reliable wired connection for fighting games on PlayStation and Xbox. Heavy-duty construction withstands intense competitive play.,428.36,322.44,327,1,2024-08-14T19:25:56.672Z,18
532,MADC-10531,Mad Catz Arcade Stick Tournament Edition,Gaming Consoles & Accessories,Mad Catz,Professional esports-level arcade stick with customizable buttons and haptic feedback support for modern fighting games. Premium Japanese components deliver tournament-proven reliability.,62.03,46.14,16,1,2022-05-13T01:06:00.455Z,25
533,TURT-10532,Turtle Beach Stealth 600 Wireless Gaming Headset,Gaming Consoles & Accessories,Turtle Beach,Noise-cancelling wireless headset with 40mm speakers for immersive gaming audio on PlayStation and Xbox consoles. Includes flip-to-mute microphone and provides up to 15 hours of battery life.,436.9,292.28,451,1,2024-04-29T07:43:55.554Z,35
534,ASTR-10533,Astro Gaming A50 Wireless Headset,Gaming Consoles & Accessories,Astro Gaming,"Premium multi-platform wireless headset with Dolby Atmos surround sound for console and PC gaming. Features noise-cancelling mic, customizable EQ, and reliable 24-hour battery performance.",202.31,144.48,333,1,2021-05-22T16:14:10.711Z,38
535,ELGA-10534,Elgato Stream Deck Plus Console Macro Pad,Gaming Consoles & Accessories,Elgato,Smart macro control device with LCD display keys and programmable buttons for streamlined console gaming workflows. Seamlessly integrates with streaming software and gaming platforms.,635,494.24,243,1,2024-03-12T15:44:23.431Z,39
536,BACK-10535,Backbone One Mobile Gaming Controller,Gaming Consoles & Accessories,Backbone,Premium mobile gaming controller that connects to smartphones for cloud gaming and console streaming on Nintendo Switch titles. Ergonomic design and responsive buttons provide console-quality gameplay.,676.22,445.79,133,1,2024-03-19T18:20:17.160Z,14
537,STEE-10536,SteelSeries QcK Pro Large Gaming Mouse Pad,Gaming Consoles & Accessories,SteelSeries,Professional-grade cloth mouse pad with micro-woven surface for precise tracking and smooth mouse movement. Ultra-durable construction ensures years of reliable gaming performance.,282.37,208.56,179,1,2024-01-05T09:32:50.335Z,38
538,LOGI-10537,Logitech G502 HERO Wireless Gaming Mouse,Gaming Consoles & Accessories,Logitech,Wireless gaming mouse with advanced HERO sensor technology and customizable weight tuning for precision aiming in competitive games. Reliable multi-device connectivity and exceptional build quality.,536.26,401.36,362,1,2023-06-09T06:56:27.253Z,24
539,SONY-10538,Sony Pulse 3D Wireless Headset for PlayStation 5,Gaming Consoles & Accessories,Sony,Specifically engineered for PS5 with spatial audio support and noise-cancelling microphone for online team communication. Lightweight design and 12-hour battery provide comfortable all-day gaming.,578.95,350.64,168,1,2022-06-12T20:22:36.187Z,30
540,MICR-10539,Microsoft Xbox Stereo Headset,Gaming Consoles & Accessories,Microsoft,Official wireless headset optimized for Xbox Series X|S with immersive surround sound and flip-to-mute microphone. Features up to 15 hours of battery life and reliable wireless connectivity.,194.69,107.28,117,0,2023-11-26T08:06:34.162Z,36
541,VICT-10540,Victrix Pro FS Arcade Fight Stick,Gaming Consoles & Accessories,Victrix,Premium-tier fight stick with modular design and top-tier mechanical switches for competitive fighting game tournaments. Supports rapid button remapping and delivers tournament-standard durability.,264.26,173.68,117,1,2024-07-07T13:59:39.459Z,33
542,NACO-10541,Nacon Pro Compact Controller for PS4/PS5,Gaming Consoles & Accessories,Nacon,Officially licensed compact controller with reduced latency and programmable rear buttons for precise competitive gameplay. Durable premium materials and ergonomic grip enhance comfort.,654.83,386.49,339,1,2024-11-24T08:24:26.921Z,2
543,SCUF-10542,SCUF Instinct Pro Xbox Controller,Gaming Consoles & Accessories,SCUF,Purpose-built for Xbox Series X|S with four remappable rear paddle buttons and customizable stick sensitivity profiles. Engineered for esports with professional-grade precision and reliability.,525.1,362.19,288,1,2024-04-22T11:38:49.709Z,23
544,RAZE-10543,Razer Kraken X Lightweight Gaming Headset,Gaming Consoles & Accessories,Razer,Wired gaming headset under 250 grams with PortalGel ear cushions for extended comfort during long gaming marathons. Advanced passive noise isolation and immersive surround sound across all platforms.,142.72,96.94,180,1,2022-11-27T00:22:12.790Z,23
545,PDP-10544,PDP Dual Port Charging Dock for PlayStation 5,Gaming Consoles & Accessories,PDP,Convenient charging station for two PlayStation 5 DualSense controllers simultaneously with LED charging indicators. Compact design keeps your controllers powered and ready for action.,500.6,347.27,153,1,2023-09-09T00:40:30.634Z,17
546,SCUF-10545,Scuf Reflex Pro Controller for PlayStation 5,Gaming Consoles & Accessories,Scuf,Tournament-ready controller featuring four rear paddle buttons with remappable controls and adaptive trigger customization for competitive gaming. Premium construction and reduced input latency deliver esports-level performance.,151.82,116.74,475,1,2024-06-07T03:02:54.646Z,14
547,PDP-10546,PDP Victrix Gambit Pro Controller for Xbox Series X,Gaming Consoles & Accessories,PDP,Next-gen performance controller with customizable rear buttons and adjustable trigger sensitivity for ultimate control in modern titles. Hall Effect joysticks eliminate drift and extend controller lifespan.,668.62,373.66,317,1,2022-04-10T15:34:06.878Z,32
548,HORI-10547,Hori Split Pad Pro for Nintendo Switch,Gaming Consoles & Accessories,Hori,Premium third-party controller with ergonomic grip and gyro motion controls for handheld and docked gameplay on Switch. Features a comfortable layout and responsive buttons for marathon gaming sessions.,397.38,295.37,405,0,2022-11-08T21:03:36.940Z,39
549,STEE-10548,SteelSeries Apex Pro TKL Gaming Keyboard,Gaming Consoles & Accessories,SteelSeries,Compact tenkeyless mechanical keyboard with adjustable actuation switches and per-key RGB lighting for gaming consoles and PC. Premium build quality and responsive keystroke registration enhance competitive play.,158.38,111.74,91,1,2022-02-07T00:34:18.577Z,9
550,FINA-10549,Finalmouse UltralightX Pro Wireless Gaming Mouse,Gaming Consoles & Accessories,Finalmouse,Featherweight gaming mouse designed for extreme precision aiming with cutting-edge sensor technology and ultrafast wireless connectivity. Minimalist design reduces fatigue during extended competitive gaming.,76.1,45.1,348,1,2023-08-14T09:47:22.524Z,36
551,HYPE-10550,HyperX Cloud Stinger 2 Core Wireless Headset,Gaming Consoles & Accessories,HyperX,Affordable wireless gaming headset with 50mm drivers and noise-cancelling microphone for console and PC gaming. Lightweight design and 20-hour battery life make it ideal for casual to competitive gamers.,428.32,281.29,214,1,2022-04-26T09:10:05.258Z,2
552,POWE-10551,PowerA Spectra Infinity Enhanced Controller for Xbox,Gaming Consoles & Accessories,PowerA,"Officially licensed controller with vibrant RGB lighting, programmable buttons, and 30-hour extended battery for extended gaming marathons. Ergonomic grip design reduces hand fatigue during intensive play.",233.99,139.03,47,1,2022-06-16T17:43:43.381Z,16
553,8BIT-10552,8BitDo Ultimate Wireless Controller with Charging Dock,Gaming Consoles & Accessories,8BitDo,"Premium multi-platform wireless controller compatible with Switch, PC, and classic consoles with customizable Hall Effect joysticks. Includes convenient charging dock and supports multiple connectivity modes.",522.34,392.01,296,1,2023-09-26T22:52:55.243Z,17
554,RAZE-10553,Razer Pro Click Mini Wireless Mouse,Gaming Consoles & Accessories,Razer,Ultra-portable wireless mouse designed for gaming and productivity with precise 8K tracking sensor and silent mechanical switches. Compact form factor and extended battery life make it perfect for mobile gaming setups.,541.72,370.07,79,1,2023-03-23T07:55:52.900Z,31
555,MADC-10554,Mad Catz B.O.A. Arcade Stick Pro,Gaming Consoles & Accessories,Mad Catz,Professional arcade stick with Ball-Bearing Optical sensors and modular design for customizable button layouts in fighting games. Tournament-approved construction and premium components ensure reliable competitive performance.,147.12,94.33,186,1,2023-10-24T17:29:58.698Z,22
